1240,4,same,up,down
217.87,217.56,218.14,217.42,1
218.28,217.04,218.28,216.8,2
216.59,217.03,217.27,215.72,1
216.42,216.08,216.7,215.32,2
216.92,217.3,218.31,215.22,1
216.3792,212.37,217.1,212.34,1
214.11,212.69,214.77,212.38,1
213.15,211.45,213.19,211.3,2
208.55,208.91,209.89,208.38,2
208.78,209.99,210.24,208.46,2
209.74,210.65,211.1,209.23,2
211.01,212.93,212.99,209.6,2
212.55,212.93,213.19,212.36,2
212.54,213.14,213.93,211.71,2
213.17,214.58,214.62,213.08,1
213.74,213.21,214.42,212.93,2
214.17,214.68,214.98,213.98,2
214.89,215,215.32,214.48,1
213.98,212.96,214.08,212.76,1
213.88,213.87,214.53,213.11,1
214.28,214.02,214.64,213.6,2
213.71,214.24,214.31,213.27,2
212.38,213.09,213.39,212.17,2
213.12,214.15,214.69,213.03,1
213.01,212.16,213.59,211.21,1
213.71,213.59,214.32,213.01,2
213.43,215.66,215.74,212.58,1
216.16,216.155,216.7,215.985,2
215.04,216.1,216.3,214.19,1
215.78,215.37,216.04,214.735,1
215.63,215.41,216.13,215.33,2
214.68,215.91,216.17,213.99,2
215.78,215.82,216.04,215.04,1
216.3,215.65,217.12,215.36,2
214.68,216.4,216.87,214.04,1
216.64,215.83,216.82,214.71,1
215.57,214.05,215.68,213.62,2
214.24,215.02,215.23,214.01,2
215.99,216.72,216.88,215.88,1
217.18,217,217.53,216.71,1
215.82,214.24,216.03,213.44,2
213.42,214.41,214.59,213.38,2
213.41,214.13,214.88,213.03,2
213.37,213.48,213.69,212.57,1
215.28,212.96,215.73,212.75,2
213.15,213.29,214.7,212.5,2
213.23,214.84,215.1499,212.5,1
216.34,212.39,216.81,212.31,2
213.28,216.97,217.03,213.25,2
218.51,218.62,218.94,218.15,1
219.01,218.84,219.22,218.3,1
219.0308,218.7,219.12,217.86,2
218.37,218.39,218.87,217.7,1
217.39,217.37,217.73,216.03,2
217.38,217.61,217.75,216.465,2
218,218.26,218.59,217.35,1
218.3608,217.44,218.665,217.4,2
217.29,217.92,219.12,216.25,1
217.7,217.4,218.19,217.22,2
217.85,218.8,218.91,217.36,2
218.97,219.25,219.6,218.9,1
218.53,218.26,218.8,217.83,1
218.54,218.31,218.75,217.74,1
218.86,218.34,218.9,218.21,1
218.37,218,218.53,217.02,2
217.96,218.6,218.68,217.96,1
219.09,218.89,219.5,218.88,1
218.46,218.29,218.71,217.99,1
218.65,218.26,218.94,217.95,2
217.64,218.31,218.4038,217.23,1
218.18,218.13,218.76,217.8,2
218.05,218.4,218.52,217.74,1
218.18,217.21,218.23,217.07,1
216.4097,216.31,216.78,214.25,1
216.18,215.48,216.245,215.13,2
215.5492,216.65,216.83,214.57,2
216.94,217.19,217.65,216.405,1
217.12,216.46,217.54,216.13,1
216.77,216.29,217.11,215.75,2
216.52,217.19,217.27,215.62,1
216.75,216.53,217.17,215.76,2
216.65,217,217.06,215.97,1
217.24,216.41,217.3,216.1,2
216.265,216.96,217.22,215.75,1
217.085,216.75,217.37,216.24,1
216.19,215.92,216.23,215.63,1
216.4092,215.97,216.6,215.67,2
215.83,216.78,217.0125,215.308,2
216.12,216.4,216.67,215.66,2
214.92,215.44,215.45,214.35,1
214.95,214.53,215.3,213.4308,1
213.4,213.19,214.07,212.95,1
212.65,211.05,212.94,210.7785,2
209.526,209.87,210.6495,208.63,1
209.66,207.83,209.8,207.06,2
208.41,208.95,209.08,207.71,1
209.9208,209.36,210.49,209.29,1
209.475,207.21,209.54,206.56,1
206.66,204.84,206.93,204.72,1
203.1997,201.48,203.23,201.12,2
199.6,201.59,201.6,198.65,2
203.13,203.63,210.8463,202.72,1
210.81,209.81,210.87,209.27,2
208.1,208.65,209.5,207.93,1
208.44,208.3,208.92,207.78,2
207.85,208.82,209.61,207.75,2
206.52,207.17,207.2,205.75,1
208.37,206.73,208.57,205.59,2
207.75,208.54,209.36,207.53,1
208.04,208,208.74,206.9199,2
208.4492,209.36,210.37,208.35,2
210.07,210.46,210.86,209.43,1
212.08,211.51,212.22,211.19,1
212.37,211.84,212.52,211.6899,1
211.68,211.525,212.34,211.5,1
211.35,210.7,211.77,210.51,1
210.28,210.25,210.69,208.86,1
210.91,209.8,210.93,209.2399,1
210.27,209.12,210.48,208.89,2
209.84,210.56,210.69,209.18,1
210.24,209.53,210.25,209.47,2
209.34,209.44,209.71,208.97,1
209.28,208.67,209.77,207.8691,1
207.87,206.17,208.24,206.14,2
205.21,205.51,205.84,204.985,1
205.49,204.92,206.1,204.86,1
204.2,204.06,204.54,202.78,1
204.91,204.44,206.3,203.63,2
204.8508,206.46,206.8,204.23,1
206.78,204.96,207.34,204.89,2
204.76,206.21,206.86,204.38,2
206.56,207.29,207.4899,205.37,2
206.5,207.91,208.54,206.5,1
208.45,206.72,208.5,206.64,1
205.8892,205.57,206.4,205.36,1
205.72,204.06,205.77,203.88,2
204.97,205.56,205.98,204.47,1
205.01,204.99,205.85,204.42,2
206.1592,206.52,206.8,205.28,1
207.97,206.92,208.18,206.41,2
206.3308,206.72,207.13,205.03,2
207.4475,208.46,209.76,206.96,1
209.35,208.47,209.81,208.05,2
208.9192,209.04,209.52,208.36,1
208.61,208.26,208.66,207.54,1
208.97,208.55,209.29,207.91,2
208.97,210.12,210.25,208.65,1
210.1,209.95,210.92,209.39,1
209.9,209.74,210.2,208.94,1
209.2392,207.14,209.28,207,2
207.78,208.01,208.1721,207.4,2
208.01,208.07,208.6,207.6,1
208.0008,207,208.1,206.84,1
205.92,204.22,206.25,203.7,2
204.0201,205.25,206.07,203.91,2
204.4992,205.34,205.85,203.87,2
203.95,205.14,205.56,203.09,1
206.42,204.29,206.49,203.98,2
204.1892,204.67,206.2642,203.89,2
206.25,206.83,207.07,205.89,1
206.92,204.35,207.14,203.98,2
205.52,205.91,206.41,205.33,2
206.02,206.3,206.87,205.59,1
205.1208,202.76,205.25,202.4,2
203.24,203.61,203.86,202.705,1
203.12,202,203.16,201.74,2
203.2092,204.11,204.33,203.01,1
204.56,203.76,205.23,203.57,1
204.67,204.07,204.94,203.8,1
204.38,204.17,204.78,203.8,1
204.63,203.24,205.23,202.77,1
203.34,201.6,203.82,201.55,1
202.17,201.36,202.5307,201.05,1
202.5,202.16,203.04,201.77,1
202.76,201.26,202.81,199.5179,2
199.54,199.96,201.07,197.38,1
199.38,199.36,199.79,198.43,2
198.4,199.32,199.92,198.21,1
200.59,199.34,201.07,199.25,1
200.43,200.01,201.35,199.03,1
199.775,198.79,199.795,198.11,1
199,197.74,199.06,197.25,1
198.11,195.01,198.21,194.4542,2
193.56,195.11,196.23,193.33,2
195.0892,196.57,196.68,194.9,1
195.54,193.73,195.55,192.83,1
193.2,190.63,193.53,189.32,2
192.32,194,194.32,192.18,1
194.78,193.87,194.95,193.79,1
192,191.17,192.18,190.45,2
192.09,193.2,193.27,191.72,1
192.88,191.16,193.32,191.01,1
189.78,188.77,189.81,187.63,1
186.63,184.96,186.65,183.96,1
182.86,182.34,184.1,181.09,2
185.27,186.41,188.34,185.12,1
185.43,183.36,186.94,183.2,2
185.42,185.77,186.12,182.8,2
187.95,190.99,191.6696,187.2,1
191.6,190.71,192.75,189.96,2
191.3,191.41,191.78,187.1,2
190.16,191.96,191.97,189.54,1
193.65,192.53,194.58,191.84,1
193.7208,190.02,193.88,189.88,2
189.11,189.96,190.2,187.16,2
188.13,189.58,191.56,187.06,1
190.2,188.42,190.53,188.02,2
187.64,189.92,190.15,187.41,1
190.52,189.78,190.76,188.88,1
186.69,186.21,188.87,184.64,1
185.65,185.03,187.495,181.02,2
188.06,189.96,190.11,186.2,1
187.81,186.77,188.76,185.52,1
191.93,189.55,193.26,187.66,2
188.83,194.45,194.86,188.38,2
193.6608,193.82,194.55,191.14,2
192.11,193.01,193.41,189.82,2
191.923,195.19,195.85,191.58,2
194.05,195.33,197.44,193.59,1
198.82,198.34,200.06,197.6,2
201.36,201.4,201.9,200.05,1
201.0192,200.49,201.03,198.59,2
203.87,205.13,205.89,203.87,2
205.93,207.11,207.21,205.76,1
207.4,206.51,207.79,206.47,1
205.21,204.86,205.26,203.94,2
205.68,205.72,206.33,205.42,1
206.02,204.69,206.07,204.58,1
203.5,202.715,203.85,201.55,1
201.67,201.41,201.88,200.09,2
200.0208,202.77,202.93,199.83,2
204.86,208.4,208.48,204.84,1
208.03,206.365,208.39,204.8,1
205.0308,204.7,206.11,202.8666,1
202.9008,202.07,203.05,199.95,2
201.88,203.35,204.14,201.51,1
205.87,205.42,207.43,205.14,2
205.34,206.19,208.68,204.18,1
206.949,206.49,208.289,205.78,2
208.35,209.23,209.7295,207.2,1
209.62,206.08,209.97,205.93,2
205.61,208.83,209.15,204.7511,2
208.529,210.615,211,208.23,1
210.68,209.44,210.82,209.11,2
208.69,209.75,209.89,208.56,1
209.56,209.43,209.8,208.86,2
209.32,209.5,209.74,209.01,1
209.35,207.87,209.83,207.41,2
209.07,209.38,209.98,208.52,2
209.3108,209.45,210.12,208.86,2
208.55,208.59,209.05,208.2,1
208.73,206.04,208.9,205.99,2
205.47,205.99,207.04,204.88,1
205.62,202.32,205.69,202.18,2
202.54,204.35,204.67,202.435,2
204.84,206.5,207.06,204.82,2
207.74,208.88,208.94,207.66,1
208.56,207.51,208.6,207.19,2
208.08,209.31,209.49,206.95,1
210.04,209.74,210.32,208.46,2
210.15,210.43,210.98,209.09,2
210.36,211.35,211.5,209.7201,1
211,209.97,211.66,209.7,1
210.39,208.32,210.62,208.17,2
207.93,209.06,209.44,207.74,1
208.83,208.35,209.27,208.21,1
208.95,207,208.98,206.21,1
206.6,206.2,207,205.79,2
207,207.3,207.37,206.56,1
207.51,207.25,207.95,206.3,1
205.26,202.98,205.51,201.85,2
201.85,203.61,203.79,201.65,1
203.09,202.85,203.84,202.5471,1
203.37,202.5,203.37,202.13,1
203.27,202.83,203.29,201.92,1
202.35,200.08,202.36,199.64,2
199.29,200.18,200.87,198.94,2
200.25,200.65,202.16,200.05,1
201.52,201.42,201.76,200.91,2
201.33,201.38,201.9,200.58,1
201.21,198.95,201.55,198.59,1
199.41,198.9,199.825,197.48,2
197.79,198.31,198.98,197,1
198.47,196.46,198.74,196.33,1
195,189.77,195.03,189.12,1
192.13,192.08,192.49,189.82,1
191.63,190.37,191.825,189.44,2
188.12,188.27,189.74,186.93,2
188.01,191.78,191.91,187.64,2
192.85,194.64,195,191.81,1
192.9,192.15,193.45,190.56,2
193.6,194.11,194.67,192.91,1
193.91,193.88,194.46,192.56,1
196.46,196.44,197.68,195.21,2
195.45,195.71,198.6844,194.96,2
199.73,200.02,202.89,199.28,1
200.18,198.82,200.41,198.41,1
198.46,196.61,198.99,195.9612,2
196.01,196.95,197.01,195.43,1
196.74,195.375,196.82,194.53,1
195.85,194.56,197.22,194.25,2
194.79,199.32,199.47,194.35,1
197.43,195.94,197.61,195.17,2
192.59,192.85,193.86,191.61,2
195.55,196.26,198.05,194.96,1
195.41,194.62,195.46,192.42,2
191.77,193.12,194.77,190.73,2
197.67,198.11,199.125,197.01,1
199.28,198.5,199.835,197.92,1
199.27,197.02,199.42,195.21,1
194.46,192.08,194.79,188.37,2
187.27,195.43,195.45,186.92,1
189.5,187.49,197.4772,182.4,2
197.63,201.73,203.9404,197.52,2
203.97,206.51,208.2865,203.9,2
208.32,209.09,210.01,207.35,2
209.98,210.26,210.68,209.699,1
210.59,208.71,210.59,208.16,1
209.42,208.43,209.5087,208.26,2
208.66,208.73,209.55,208.01,1
208.92,207.11,209.14,205.36,2
208.67,208.97,209.47,207.76,1
210.57,209.28,210.67,209.28,2
207.95,208.16,208.34,206.87,2
208.35,210.29,210.415,207.65,2
210.07,210.45,211.31,209.73,2
209.38,209.7,210.2483,208.8,2
209.79,210.46,210.53,208.65,2
210.5,211.42,211.45,210.16,1
210.82,210.16,211.02,209.42,1
210.77,209.48,211.04,209.31,1
209.33,207.79,209.5,206.8,2
206.79,206.94,207.55,206.26,2
208,210.3,210.37,207.6,2
210.18,211.53,211.65,209.75,1
211.37,210.93,211.77,210.89,2
211.75,212.43,212.74,211.39,2
212.59,212.75,213.18,212.21,1
212.48,212.29,212.55,211.8,1
212.3,211.87,212.3,211.58,2
210.61,210.73,211.28,210.04,1
210.68,209.72,211.05,209.65,1
209.77,208.99,209.9,208.94,1
207.48,207.29,207.98,204.9517,2
204.9,207.04,207.35,204.77,2
204.53,206.45,206.7645,204.25,1
208.02,206.96,208.17,204.11,1
206.72,205.77,207.65,205.53,2
207.31,208.07,208.27,206.81,2
207.5,207.73,208.03,206.56,2
205.85,207.26,207.32,205.28,2
205.42,208.045,209.828,205.33,2
209.82,210.29,210.58,209.16,2
209.86,211.1,211.25,209.77,2
210.5,211.72,212.17,210.47,2
212.04,212.14,212.44,211.57,2
211.89,211.905,212.59,211.64,2
210.81,211.46,211.55,210.36,1
212.78,211.31,213.34,210.6315,0
210.59,210.59,211.32,209.36,1
210.25,208.93,210.35,208.72,1
209.11,208.64,209.45,207.79,2
210.01,210.64,211.482,209.68,1
211.63,211.48,212.09,211.2,1
210.95,209.37,211.41,209.2987,0
208.45,208.45,209.1,207.69,2
208.48,209.64,209.82,208.39,2
209.77,209.95,210.58,208.98,2
210.1292,211.07,211.859,209.75,2
211.92,212,212.67,211.3301,1
211.36,211.02,212.19,210.27,2
211.57,211.94,212.34,210.62,2
211.14,212.38,212.43,210.82,1
212.46,212.33,212.59,211.63,1
212.7,211.25,212.98,210.7612,2
210.7,212.4,212.9089,210.2,2
212.99,213.04,213.54,212.91,1
213.5,212.71,213.75,212.51,2
212.88,213.15,213.78,212.504,2
213.03,213.24,213.57,212.69,1
213.1,212.24,213.4,212.16,0
212.44,212.44,212.61,211.86,1
212.21,211.24,212.32,210.91,2
210.02,210.47,211.22,209.74,1
209.98,209.61,210.63,208.62,2
210.605,211.57,211.89,210.52,1
211.62,210.88,211.86,210.78,1
208.87,207.92,209.38,207.52,2
208.04,209.56,209.93,206.76,2
208.9,211.03,211.46,208.73,1
211.32,211.23,212.02,211.1,1
210.72,209.4,210.77,209.28,2
208.46,209.88,210.35,207.62,1
210.57,210.37,211.29,209.6,1
211.44,210.74,211.5,209.3301,2
210.77,212.33,212.48,210.54,2
211.6499,211.66,211.97,211.11,1
211.16,210.15,211.94,210.01,1
210.63,210.01,210.85,208.9,2
209.6,210.67,210.86,209.24,1
209.85,209.06,210.25,208.96,2
207.95,208.94,209.23,207.01,1
210.37,210.03,210.98,209.7928,1
210.43,210.05,211.04,209.95,1
209.49,208.85,209.71,208.1,2
209.09,209.87,210.63,209.03,1
210.04,209.2,210.09,208.96,1
208.9,207.78,209.18,207.19,1
207.975,207.55,208.51,207.08,2
207.28,207.855,208.76,207.24,1
207.83,205.37,208.45,205.21,1
206.435,205.62,206.98,205.4,2
205.7,206.39,206.42,204.51,2
206.43,207.26,208.1,206.36,1
208.25,206.98,208.61,206.96,1
205.74,205.13,205.95,204.9,1
205.27,204.96,206.37,204.12,2
205.76,209.07,209.35,205.71,2
208.82,209.85,210.4,208.74,2
210,210.42,211.11,210,1
210.41,209.71,211.02,209.4903,2
209.5,209.96,210.4697,209.03,1
210.46,207.39,211.27,206.62,1
207.96,207.69,208.42,206.98,1
208.58,206.71,208.69,205.8641,2
205.8272,206.77,207.9338,204.58,1
207.1,205.26,207.175,205.2,2
204.5,205.29,205.5,204.4,2
204.98,206.71,206.81,204.93,1
208.36,207.74,208.79,207.5459,2
207.5,209.42,209.94,207.1,2
210.46,210.62,210.8,209.85,2
210.2301,210.4,210.49,209.06,2
211.12,211.47,212.054,210.08,1
211.99,210.78,212.06,210.72,2
210.66,211.26,211.58,210.6,2
211.38,211.52,211.71,210.65,2
211.63,211.66,212.24,211.22,1
211.81,211.12,212.05,210.76,1
211.209,210.94,211.21,210.48,1
211.239,209.48,211.33,208.73,1
209.98,209.41,210.42,209.24,1
210.13,209.66,210.22,209.3401,1
210.11,209.4,210.32,209.1,1
209.78,209.07,209.84,208.76,1
208.92,207.89,208.99,206.9727,1
206.93,206.61,207.45,205.83,1
206.81,205.88,207.12,204.6801,2
204.63,204.77,205.64,204.135,2
205.55,206.56,207.24,204.92,1
206.12,204.86,206.3,204.77,1
204.06,203.92,205.38,203.51,1
204.84,203,204.85,202.55,1
201.92,200.05,202.03,197.86,2
199.45,200.57,202.17,199.13,1
201.9902,200.38,202.3,198.68,2
200.14,204.17,204.29,199.91,2
202.74,202.97,204.12,201.74,1
205.45,204.71,205.56,203.85,2
204.97,205.79,206.1,204.81,1
206.1,203.99,206.26,202.33,1
203.08,201.5,203.66,200.94,2
202.055,202.4,202.72,200.17,1
201.63,198.77,201.82,198.55,2
199.0199,201.63,202.01,198.88,1
200.86,199.65,201.1,198.57,2
202.08,204.12,205.48,200.51,2
202.65,204.41,204.6,201.92,2
204.25,206.4,206.42,203.51,1
205.9,204.01,206.16,203.99,1
202.31,201.42,202.72,200.88,2
199.82,202.09,202.72,198.855,2
201.72,204.17,204.37,201.35,2
205.43,206.38,206.88,204.18,2
205.54,207.99,208.19,205.39,2
207.6,208.21,208.37,207.51,1
208.72,208.22,208.97,208.14,1
208.44,208.31,208.85,208.25,2
207.77,208.02,208.34,207.72,2
207.75,208.17,208.23,207.3991,1
207.47,206.75,207.47,206.46,1
206.52,206.43,207.33,205.6109,1
206.78,204.74,212.97,203.92,1
201.79,198.44,202.34,198.29,2
197.91,198.58,202.395,197.86,2
199.51,201.98,202.53,198.78,2
200.89,202.64,203.819,200.85,1
204.19,203.88,206.19,203.71,2
203.1601,205.91,205.98,202.93,1
206.47,204.37,206.6,203.91,2
206.61,207.52,208.12,205.93,1
208,207.87,208.47,207.55,1
207.66,207.54,208.265,206.7,1
207.89,207.3,208.15,207.1,1
207.085,205.81,207.34,205.782,2
205.76,206.4,206.54,205.38,2
207.2,207.49,207.87,206.91,1
207.64,207.29,207.76,207.03,2
207.11,207.54,207.79,206.8,1
207.26,207.17,207.39,206.91,2
206.68,207.64,207.8445,205.98,1
205.58,204.26,205.71,204.18,2
205.22,205.31,205.55,204.3,1
205.55,204.44,205.92,204.44,1
204.37,203.85,204.58,203.65,1
204.24,204.1,204.49,203.72,1
204.19,204.16,204.83,203.21,1
203.96,203.35,204.24,203.31,1
204.175,204.055,204.31,203.65,1
203.98,203.38,204.04,203.13,1
203.34,203.17,203.5999,202.61,1
203.15,202.39,203.26,201.64,2
202.34,202.54,202.59,201.45,2
201.07,201.23,201.6,200.06,2
201.77,201.92,202.45,201.305,2
201.66,201.78,201.82,200.77,1
199.38,197.58,199.95,197.4,2
198.11,198.55,199.12,196.8,1
198.41,196.82,198.42,196.73,1
196.16,195.73,196.45,195.03,1
196.43,195.25,196.49,194.49,1
194.93,194.62,196.2,194.26,2
192.69,194.41,194.91,192.61,1
194.07,191.68,194.2,191.48,1
190.3,188.13,190.45,188.07,1
188.47,188.42,189.75,187.62,1
186.27,183.06,187.58,182.89,1
186.43,185.16,187.694,181.92,2
187.7,188.42,189.82,187.04,2
187.4099,190.46,191.15,187.3,2
190.54,192.69,193.65,190.49,2
192.74,196.33,196.6,192.58,1
196.64,193.37,196.92,192.36,2
193.26,195.28,195.72,193.22,2
196.29,197.34,197.6,195.582,1
196.52,195.68,196.94,195.08,1
194.38,194.18,195.055,192.35,2
194.35,196.7,196.77,193.91,2
197.02,197.69,198.3,196.61,1
197.54,196.2,197.89,196.05,1
197.9,196.7,198.39,196.42,2
196.34,199.04,199.05,196.27,1
199.56,198.04,199.69,197.52,2
198.01,198.43,199.26,197.95,2
199.15,200.35,200.38,198.73,2
200.7,201.52,201.899,200.29,1
201.82,201.36,201.85,201.1,2
200.75,200.77,201.68,199.75,1
200.48,198.61,200.84,198.5,2
198.981,199.16,199.32,198.38,2
199.13,200.1,200.12,198.56,1
200.3,199.27,200.33,199.12,1
200.07,199.43,200.2,198.77,2
199.32,200.41,200.55,198.91,2
200.59,200.92,201.21,200,1
201.11,200.17,201.19,199.41,2
200.2101,200.84,201.58,199.66,2
200.5,201.38,201.41,200.22,2
200.61,200.97,200.995,199.86,1
200.71,200.45,200.73,199.82,1
200.14,199.59,200.27,199.39,2
200.25,200.43,200.57,199.94,0
200.33,200.33,200.82,200.28,1
200.2,200.14,200.5949,199.1502,2
199.19,199.34,199.69,198.74,1
199.5,199.09,199.76,198.93,1
198.92,198.12,199.16,198.08,1
198.39,197.84,198.54,197.4426,1
197.36,196.8,197.45,196.69,2
195.72,196.47,196.65,194.31,1
195.76,195.16,195.76,194.98,1
194.84,194.29,195.06,193.96,2
193.53,193.61,194.15,192.94,2
193.795,193.965,194.66,193.71,1
193.24,191.46,193.37,190.95,2
191.03,192.935,193.13,190.55,1
192.07,191.11,192.89,191.08,2
192.01,193.1,193.6,191.31,1
193.89,192.87,194.3,192.05,2
192.5,192.56,193.76,191.57,2
193.09,195.61,195.78,192.97,2
196.98,197.65,197.91,196.16,2
196.95,198.17,198.45,196.92,1
197.8,197.76,198.09,196.62,2
197.72,198.09,198.26,197.33,2
198.65,198.83,199.06,198.45,1
198.64,198.495,198.85,198.1,1
198.2,198.01,198.56,197.87,1
197.34,197.09,197.5,196.43,1
197.7099,196.35,197.91,196.24,2
195.71,197.35,198.1,195.43,2
197.96,198.11,198.26,197.42,2
197.23,197.72,198.1,196.36,2
197.6,197.61,197.86,197.44,1
196.61,196.22,196.75,195.78,1
196.34,195.22,196.86,195.06,1
197.12,196.73,197.295,196.31,2
196.24,197.15,197.22,195.76,2
197.51,197.82,197.98,197.22,1
198.2,197.79,198.29,197.64,1
197.23,197.05,197.48,196.96,1
197.03,196.19,197.63,196.13,1
195.72,195.7,196.165,195.53,1
195.82,194.98,195.88,194.885,2
195.44,195.61,195.63,194.13,1
195.58,194.25,195.781,194.25,2
194.7,195.53,196.5,194.48,2
195.88,195.97,196.05,195.52,2
195.94,196.03,196.1039,195.7,1
196.48,196.43,196.6,195.8,1
196.255,194.83,196.37,194.4,1
194.83,194.02,194.97,193.81,1
194.29,193.89,194.7,193.66,1
194.13,193.9,194.32,193.3,2
193.54,194.65,194.8,193.11,1
194.92,194.9,195.12,194.48,1
195.6,195.33,195.64,194.92,1
195.58,195.35,196.05,195.17,1
195.375,194.87,195.43,194.78,